Article Number,Article,Title,Description
135,"135. Jurisdiction and powers of the Federal Court under existing law to be exercisable by the Supreme Court Until Parliament by law otherwise provides, the Supreme Court shall also have jurisdiction and powers with respect to any matter to which the provisions of Article 133 or Article 134 do not apply if jurisdiction and powers in relation to that matter were exercisable by the Federal Court immediately before the commencement of this Constitution under any existing law",Article 135 - Jurisdiction and powers of the Federal Court under existing law to be exercisable by the Supreme Court,"
Before India’s Constitution, there was a Federal Court. If a case wasn't covered by the Articles about High Courts, the Federal Court could handle it. After the Constitution, the Supreme Court can take on those responsibilities."
136,"136. Special leave to appeal by the Supreme Court
 (1) Notwithstanding anything in this Chapter, the Supreme Court may, in its discretion, grant special leave to appeal from any judgment, decree, determination, sentence or order in any cause or matter passed or made by any court or tribunal in the territory of India
 (2) Nothing in clause ( 1 ) shall apply to any judgment, determination, sentence or order passed or made by any court or tribunal constituted by or under any law relating to the Armed Forces",Article 136 - Special leave to appeal by the Supreme Court,"
The Supreme Court has the power to allow someone to appeal to it from any court in India, even if the law doesn’t automatically allow it. This is called ""special leave"" and is given at the Supreme Court's discretion.
However, this does not apply to cases involving the Armed Forces."
137,"137. Review of judgments or orders by the Supreme Court Subject to the provisions of any law made by Parliament or any rules made under Article 145, the Supreme Court shall have power to review any judgment pronounced or order made by it",Article 137 - Review of judgments or orders by the Supreme Court,"
The Supreme Court can review its own decisions. If it made a mistake, it can correct it. The Parliament might also make rules about how the Court can do this."
138,"138. Enlargement of the jurisdiction of the Supreme Court
 (1) The Supreme Court shall have such further jurisdiction and powers with respect to any of the matters in the Union List as Parliament may by law confer
 (2) The Supreme Court shall have such further jurisdiction, and powers with respect to any matter as the Government of India and the Government of any State may by special agreement confer, if Parliament by law provides for the exercise of such jurisdiction and powers by the Supreme Court",Article 138 - Enlargement of the jurisdiction of the Supreme Court,"
The Supreme Court’s powers can be expanded by Parliament. If Parliament decides that the Supreme Court should handle more types of cases, it can give the Court extra authority.
"
139,"139. Conferment on the Supreme Court of powers to issue certain writs Parliament may by law confer on the Supreme Court power to issue directions, orders or writs, including writs in the nature of habeas corpus, mandamus, prohibition, quo warranto and certiorari, or any of them, for any purposes other than those mentioned in clause ( 2 ) of Article 32
139A. Transfer of certain cases
 (1) Where cases involving the same or substantially the same questions of law are pending before the Supreme Court and one or more High Courts or before two or more High Courts and the Supreme Court is satisfied on its own motion or an application made by the Attorney General of India or by a party to any such case that such questions are substantial questions of general importance, the Supreme Court may withdraw the case or cases pending before the High Court or the High Courts and dispose of all the cases itself: Provided that the Supreme Court may after determining the said questions of law return any case so withdrawn together with a copy of its judgment on such questions to the High Court from which the case has been withdrawn, and the High Court shall on receipt thereof, proceed to dispose of the case in conformity with such judgment
 (2) The Supreme Court may, if it deems it expedient so to do for the ends of justice, transfer any case, appeal or other proceedings pending before any High Court to any other High Court",Article 139 - Conferment on the Supreme Court of powers to issue certain writs and Transfer of certain cases,"Parliament can give the Supreme Court the power to issue orders or """"writs"""" like habeas corpus, mandamus, and others. These orders are used to protect people’s rights and ensure justice.""
If there are multiple cases about the same legal question, the Supreme Court can take them all and decide the issue. If needed, the Supreme Court can also move cases from one High Court to another for easier justice.
Parliament can give the Supreme Court the power to issue orders or ""writs"" like habeas corpus, mandamus, and others. These orders are used to protect people’s rights and ensure justice."
140,140. Ancillary powers of Supreme Court Parliament may by law make provision for conferring upon the Supreme Court such supplemental powers not inconsistent with any of the provisions of this Constitution as may appear to be necessary or desirable for the purpose of enabling the Court more effectively to exercise the jurisdiction conferred upon it by or under this Constitution,Article 140 - Ancillary powers of Supreme Court,"
Parliament can give the Supreme Court additional powers if needed to help it do its job better, as long as those powers don't conflict with the Constitution.
"
141,141. Law declared by Supreme Court to be binding on all courts The law declared by the Supreme Court shall be binding on all courts within the territory of India,Article 141 - Law declared by Supreme Court to be binding on all courts,"
Any decision made by the Supreme Court on a law must be followed by all other courts in India. This ensures that the law is applied the same way everywhere.
"
142,"142. Enforcement of decrees and orders of Supreme Court and unless as to discovery, etc ( 1 ) The Supreme Court in the exercise of its jurisdiction may pass such decree or make such order as is necessary for doing complete justice in any cause or matter pending before it, and any decree so passed or orders so made shall be enforceable throughout the territory of India in such manner as may be prescribed by or under any law made by Parliament and, until provision in that behalf is so made, in such manner as the President may by order prescribe
 (2) Subject to the provisions of any law made in this behalf by Parliament, the Supreme Court shall, as respects the whole of the territory of India, have all and every power to make any order for the purpose of securing the attendance of any person, the discovery or production of any documents, or the investigation or punishment of any contempt of itself",Article 142 - Enforcement of decrees and orders of Supreme Court,"
If the Supreme Court makes a decision, it can issue orders that must be followed across India. The President can also make sure the orders are followed. The Supreme Court can even make orders to force people to attend court, produce documents, or punish those who disrespect the Court."
143,"143. Power of President to consult Supreme Court ( 1 ) If at any time it appears to the President that a question of law or fact has arisen, or is likely to arise, which is of such a nature and of such public importance that it is expedient to obtain the opinion of the Supreme Court upon it, he may refer the question to that Court for consideration and the Court may, after such hearing as it thinks fit, report to the President its opinion thereon
 (2) The President may, notwithstanding anything in the proviso to Article 131, refer a dispute of the kind mentioned in the said proviso to the Supreme Court for opinion and the Supreme Court shall, after such hearing as it thinks fit, report to the President its opinion thereon",Article 143 - Power of President to consult Supreme Court,"
If the President thinks a question of law is very important and needs clarity, they can ask the Supreme Court for its opinion. The Supreme Court will consider the issue and give its opinion.
The President can also ask the Supreme Court about disputes between states and the central government."
144,"144. Civil and judicial authorities to act in aid of the Supreme Court All authorities, civil and judicial, in the territory of India shall act in aid of the Supreme Court",Article 144 - Civil and judicial authorities to act in aid of the Supreme Court,"
All government authorities and courts in India must help the Supreme Court in its work. This ensures that the Supreme Court’s orders are carried out.
"
145,"145. Rules of Court, etc
 (1) Subject to the provisions of any law made by Parliament the Supreme Court may from time to time, with the approval of the President, make rules for regulating generally the practice and procedure of the Court including
 (a) rules as to the persons practising before the Court,
 (b) rules as to the procedure for hearing appeals, and other matters pertaining to appeals including the time within which appeals to the Court are to be entered;
 (c) rules as to the proceedings in the Court for the enforcement of any of the rights conferred by Part III;
 (cc) rules as to the proceedings in the Court under Article 139A;
 (d) rules as to the entertainment of appeals under sub clause (c) of clause ( 1 ) of Article 134;
 (e) any judgment pronounced or order made by the Court may be received and rules as to the conditions the procedure for such review including the time within which applications to the Court for such review are to be entered;
 (f) rules as to the costs of and incidental to any proceedings in the Court and as to the fees to be charged in respect of proceeding therein;
 (g) rules as to the granting of bail;
 (h) rules as to stay of proceedings;
 (i) rules providing for the summary determination of any appeal which appears to the Court to be frivolous or vexatious or brought for the purpose of delay;
 (j) rules as to the procedure for inquiries referred to in clause ( 1 ) of Article 317
 (2) Subject to the provisions of clause ( 3 ), rules made under this article may fix the minimum number of Judges who are to sit for any purpose, and may provide for the powers of single Judges and Division Courts
 (3) The minimum number of Judges who are to sit for the purpose of deciding any case involving a substantial question of law as to the interpretation of this Constitution or for the purpose of hearing any reference under Article 143 shall be five: Provided that, where the Court hearing an appeal under any of the provisions of this chapter other than Article 132 consists of less than five Judges and in the course of the hearing of the appeal the Court is satisfied that the appeal involves a substantial question of law as to the interpretation of this Constitution the determination of which is necessary for the disposal of the appeal, such Court shall refer the question for opinion to a Court constituted as required by this clause for the purpose of deciding any case involving such a question and shall on receipt of the opinion dispose of the appeal in conformity with such opinion
 (4) No judgment shall be delivered by the Supreme Court save in open Court, and no report shall be made under Article 143 save in accordance with an opinion also delivered in open Court
 (5) No judgment and no such opinion shall be delivered by the Supreme Court save with the concurrence of a majority of the Judges present at the hearing of the case, but nothing in this clause shall be deemed to prevent a Judge who does not concur from delivering a dissenting judgment or opinion","Article 145: Rules of Court, etc.","This article grants the Supreme Court the authority to establish its own rules of practice and procedure, subject to the laws made by Parliament and with the approval of the President.

Key Provisions of Article 145:
Supreme Court's Power to Make Rules (Clause 1):

The Supreme Court can create rules to regulate the practice and procedure of the Court. This includes a wide range of matters, such as:
Rules for practitioners: The Court can set rules for the individuals or entities who may practice before it.
Appeals procedure: It can create rules for hearing appeals, including the time limits within which appeals must be filed.
Enforcement of rights: The Court can establish rules regarding proceedings to enforce rights granted by Part III of the Constitution (Fundamental Rights).
Article 139A procedures: Rules can be made for proceedings under Article 139A (transfer of cases to the Supreme Court).
Appeals under Article 134: The Court can create rules for entertaining appeals under specific provisions of Article 134 (regarding appeals in criminal matters).
Review of judgments: The Court can establish procedures for reviewing its own judgments or orders, including the time within which review applications must be filed.
Costs and fees: Rules regarding the costs involved in any proceedings and the fees that should be charged for those proceedings.
Bail: Rules for the granting of bail in cases heard by the Supreme Court.
Stay of proceedings: Rules concerning the stay of proceedings.
Frivolous appeals: Rules allowing the summary dismissal of frivolous or vexatious appeals.
Inquiries under Article 317: The Court can regulate the procedure for inquiries referred to in Article 317 (related to removal of certain public servants).
Minimum Number of Judges for Certain Cases (Clause 2 and 3):

Clause 2: The Supreme Court rules may fix the minimum number of judges required to hear a case or perform a function. It can also provide for the powers of single judges or division benches (a bench with more than one judge).
Clause 3: For cases involving substantial constitutional questions, a minimum of five judges must hear the case. This also applies to references made under Article 143.
However, if a smaller bench (less than five judges) hears a case and finds a substantial constitutional question that must be addressed, the bench must refer the issue to a larger bench (five judges or more). Once the larger bench delivers its opinion, the smaller bench will dispose of the case based on that opinion.
Judgment Delivery (Clause 4):

Open Court Delivery: The Supreme Court must deliver its judgments in open court. This ensures transparency and accountability in the judicial process.
Article 143 Opinion: Similarly, any report or opinion under Article 143 (which involves the President seeking advice from the Supreme Court on legal matters) must also be delivered in open court.
Majority for Judgment (Clause 5):

For any judgment or opinion to be delivered, it must have the concurrence of the majority of the judges present in the hearing.
However, a judge who does not agree with the majority can still deliver a dissenting judgment or opinion."
146,"146. Officers and servants and the expenses of the Supreme Court
 (1) Appointments of officers and servants of the Supreme Court shall be made by the Chief Justice of India or such other Judge or officer of the Court as he may direct: Provided that the President may by rule require that in such cases as may be specified in the rule, no person not already attached to the Court shall be appointed to any office connected with the Court, save after consultation with the Union Public Service Commission
 (2) Subject to the provisions of any law made by Parliament, the conditions of service of officers and servants of the Supreme Court shall be such as may be prescribed by rules made by the Chief Justice of India or by some other Judge or officer of the Court authorised by the Chief Justice of India to make rules for the purpose: Provided that the rules made under this clause shall, so far as they relate to salaries, allowances, leave or pensions, require the approval of the President
 (3) The administrative expenses of the Supreme Court, including all salaries, allowances and pensions payable to or in respect of the offices and servants of the Court, shall be charged upon the Consolidated Fund of India, and any fees or other moneys taken by the court shall form part of that Fund",Article 146: Officers and Servants and the Expenses of the Supreme Court,"This article outlines the provisions related to the appointments, conditions of service, and expenses of the officers and servants working in the Supreme Court of India.

Key Provisions of Article 146:
Appointments of Officers and Servants (Clause 1):

Appointments for officers and servants of the Supreme Court will be made by the Chief Justice of India (CJI) or by another judge or officer as directed by the CJI.
Consultation with the Union Public Service Commission (UPSC):
The President of India can issue rules requiring that in certain cases, no person who is not already attached to the Supreme Court should be appointed to any office connected with the Court, unless consulted with the UPSC.
Conditions of Service (Clause 2):

The conditions of service (such as work duties, roles, and responsibilities) for officers and servants will be prescribed by rules made by the Chief Justice of India or a designated officer/judge authorized by the CJI.
However, if these rules relate to salaries, allowances, leave, or pensions, they require the approval of the President of India.
Administrative Expenses (Clause 3):

The administrative expenses of the Supreme Court (including salaries, allowances, and pensions for officers and servants) are to be charged upon the Consolidated Fund of India.
Any fees or other money collected by the Court will also become part of the Consolidated Fund of India"
147,"147. Interpretation In this Chapter and in Chapter V of Part VI references to any substantial question of law as to the interpretation of this Constitution shall be construed as including references to any substantial question of law as to the interpretation of the Government of India Act, 1935 (including any enactment amending or supplementing that Act), or of any Order in Council or order made thereunder, or of the Indian Independence Act, 1947 , or of any order made thereunder CHAPTER V COMPTROLLER AND AUDITOR GENERAL OF INDIA",Article 147: Interpretation,"This article is about how to interpret certain laws or constitutional questions. If there’s any doubt about how to understand the Constitution or older laws like the Government of India Act of 1935, it should be treated as a big question about the Constitution."
148,"148. Comptroller and Auditor General of India
 (1) There shall be a Comptroller and Auditor General of India who shall be appointed by the President by warrant under his hand and seal and shall only be removed from office in like manner and on the like grounds as a Judge of the Supreme Court
 (2) Every person appointed to be the Comptroller and Auditor General of India shall, before he enters upon his office, make and subscribe before the President, or some person appointed in that behalf by him, an oath or affirmation according to the form set out for the purpose in the Third Schedule
 (3) The salary and other conditions of service of the Comptroller and Auditor General shall be such as may be determined by Parliament by law and, until they are so determined, shall be as specified in the Second Schedule: Provided that neither the salary of a Comptroller and Auditor General nor his rights in respect of leave of absence, pension or age of retirement shall be varied to his disadvantage after his appointment
 (4) The Comptroller and Auditor General shall not be eligible for further office either under the Government of India or under the Government of any State after he has ceased to hold his office
 (5) Subject to the provisions of this Constitution and of any law made by Parliament, the conditions of service of persons serving in the Indian Audit and Accounts Department and the administrative powers of the Comptroller and Auditor General shall be such as may be prescribed by rules made by the President after consultation with the Comptroller and Auditor General
 (6) The Administrative expenses of the office of the Comptroller and Auditor General, including all salaries, allowances and pensions payable to or in respect of pensions serving in that office, shall be charged upon the Consolidated Fund of India",Article 148: Comptroller and Auditor General of India,"This article establishes the Comptroller and Auditor General (CAG) of India, outlining the office's appointment, conditions of service, powers, and remuneration.

Key Provisions of Article 148:
Appointment and Removal (Clause 1):

The Comptroller and Auditor General of India (CAG) is appointed by the President of India by a warrant under his hand and seal.
The removal of the CAG can only occur in the same manner and on the same grounds as the removal of a Supreme Court judge (i.e., through an address by both Houses of Parliament supported by a majority).
Oath or Affirmation (Clause 2):

Before assuming office, the CAG must make and subscribe to an oath or affirmation before the President or a person designated by the President, according to the form in the Third Schedule of the Constitution.
Salary and Conditions of Service (Clause 3):

The salary and conditions of service of the CAG are determined by Parliament through law. Until Parliament makes this law, they are specified in the Second Schedule.
Salary Protection: The salary, leave, pension, and retirement age of the CAG cannot be reduced to their disadvantage after the appointment.
Eligibility for Further Office (Clause 4):

Once the CAG has ceased to hold office, he is not eligible for further office under the Government of India or the State Governments.
Conditions of Service for Audit Department Personnel (Clause 5):

The conditions of service of the personnel in the Indian Audit and Accounts Department and the administrative powers of the CAG are prescribed by rules made by the President, in consultation with the CAG.
Administrative Expenses (Clause 6):

The administrative expenses of the CAG's office, including salaries, allowances, and pensions of the personnel, are charged on the Consolidated Fund of India."
149,"149. Duties and powers of the Comptroller and Auditor General The Comptroller and Auditor General shall perform such duties and exercise such powers in relation to the accounts of the Union and of the States and of any other authority or body as may be prescribed by or under any law made by Parliament and, until provision in that behalf is so made, shall perform such duties and exercise such powers in relation to the accounts of the Union and of the States as were conferred on or exercisable by the Auditor General of India immediately before the commencement of this Constitution in relation to the accounts of the Dominion of India and of the Provinces respectively",Article 149: Duties and Powers of the Comptroller and Auditor General,"The CAG has to check the accounts of the Union (central government), states, and any other organization the Parliament chooses. They do this based on the rules set by the Parliament, or if the Parliament hasn’t made any rules, the CAG will follow the rules that were in place before the Constitution."
150,"150. Form of accounts of the Union and of the States The accounts of the Union and of the States shall be kept in such form as the President may, on the advice of the Comptroller and Auditor General of India, prescribe",Article 150: Form of Accounts of the Union and States,The CAG helps decide the way the Union and state accounts should be kept. The President listens to the CAG’s advice to make these rules.
151,"151. Audit reports
 (1) The reports of the Comptroller and Auditor General of India relating to the accounts of the Union shall be submitted to the President, who shall cause them to be laid before each House of Parliament
 (2) The reports of the Comptroller and Auditor General of India relating to the accounts of a State shall be submitted to the Governor of the State, who shall cause them to be laid before the Legislature of the State PART VI THE STATES CHAPTER I GENERAL",Article 151: Audit Reports,"Union Reports: The CAG’s reports about the Union’s accounts go to the President, who then sends them to Parliament.
State Reports: The CAG’s reports about a state’s accounts go to the state’s Governor, who sends them to the state legislature.
"
152,"152. Definition In this Part, unless the context otherwise, requires, the expression State does not include the State of Jammu and Kashmir CHAPTER II THE EXECUTIVE The Governor",Article 152: Definition,"In this article, the word ""State"" does not include Jammu and Kashmir. This was true before the special status of Jammu and Kashmir was removed (which happened after Article 370 was modified).

"
153,153. Governors of States There shall be Governor for each State: Provided that nothing in this article shall prevent the appointment of the same person as Governor for two or more States,Article 153: Governors of States,"Every state in India has a Governor, and in some cases, the same person can be the Governor of more than one state.

"
154,"154. Executive power of State
 (1) The executive power of the State shall be vested in the Governor and shall be exercised by him either directly or through officers subordinate to him in accordance with this Constitution
 (2) Nothing in this article shall
 (a) be deemed to transfer to the Governor any functions conferred by any existing law on any other authority; or
 (b) prevent Parliament or the Legislature of the State from conferring by law functions on any authority subordinate to the Governor",Article 154: Executive Power of State,"This article outlines the distribution of executive power at the State level in India, specifying the role of the Governor and the delegation of executive functions.

Key Provisions of Article 154:
Vesting of Executive Power (Clause 1):

The executive power of the State is vested in the Governor.
The Governor exercises this power either directly or through officers subordinate to him, as per the provisions of the Constitution.
Exceptions to the Executive Power (Clause 2):

Clause 2 ensures certain exceptions to the Governor's executive powers:
(a) It does not transfer to the Governor any functions that existing laws have already conferred on any other authority.
(b) It does not prevent Parliament or the State Legislature from delegating functions to authorities that are subordinate to the Governor.
"
155,155. Appointment of Governor The Governor of a State shall be appointed by the President by warrant under his hand and seal,Article 155: Appointment of Governor,The President appoints the Governor of each state. The Governor’s appointment is formalized with a document signed by the President.
156,"156. Term of office of Governor
 (1) The Governor shall hold office during the pleasure of the President
 (2) The Governor may, by writing under his hand addressed to the President, resign his office
 (3) Subject to the foregoing provisions of this article, a Governor shall hold for a term of five years from the date on which he enters upon his office
 (4) Provided that a Governor shall, notwithstanding the expiration of his term, continue to hold office until his successor enters upon his office",Article 156: Term of Office of Governor,"This article details the term of office and conditions under which a Governor holds office in a state in India.

Key Provisions of Article 156:
Term of Office (Clause 1):

A Governor holds office during the pleasure of the President. This means the President can remove the Governor at any time without assigning any reason, although in practice, Governors generally serve a fixed term unless dismissed earlier.
Resignation (Clause 2):

A Governor can resign from office by submitting a written resignation addressed to the President.
Fixed Term (Clause 3):

A Governor holds office for a term of five years starting from the day they assume office, subject to the President's pleasure.
Continuation after Term (Clause 4):

Even after the expiration of the five-year term, a Governor continues to hold office until their successor assumes office."
157,157. Qualifications for appointment as Governor No person shall be eligible for appointment as Governor unless he is a citizen of India and has completed the age of thirty five years,Article 157: Qualifications for Appointment as Governor,"To become a Governor, a person must:

Be an Indian citizen.
Be at least 35 years old.
"
158,"158. Conditions of Governor office
 (1) The Governor shall not be a member of either House of Parliament or of a House of the Legislature of any State specified in the First Schedule, and if a member of either House of Parliament or of a House of the Legislature of any such State be appointed Governor, he shall be deemed to have vacated his seat in that House on the date on which he enters upon his office as Governor
 (2) The Governor shall not hold any other office of profit
 (3) The Governor shall be entitled without payment of rent to the use of his official residences and shall be also entitled to such emoluments, allowances and privileges as may be determined by Parliament by law and, until provision in that behalf is so made, such emoluments, allowances and privileges as are specified in Second Schedule
 (3A) Where the same person is appointed as Governor of two or more States, the emoluments and allowances payable to the Governor shall be allocated among the States in such proportion as the President may by order determine
 (4) The emoluments and allowances of the Governor shall not be diminished during his term of office",Article 158: Conditions of Governor's Office,"This article outlines the conditions related to the office of the Governor in an Indian state.

Key Provisions of Article 158:
Disqualification from Legislative Membership (Clause 1):

A Governor cannot be a member of Parliament or any State Legislature.
If a Member of Parliament or a State Legislature is appointed as a Governor, they are considered to have vacated their seat in the legislature the moment they assume office as Governor.
Prohibition on Holding Another Office of Profit (Clause 2):

A Governor cannot hold any other office of profit. This ensures that the Governor’s position remains independent and free from any other financial or professional commitments.
Entitlement to Residence, Emoluments, and Privileges (Clause 3):

The Governor is entitled to use the official residence without paying rent.
The Governor is also entitled to emoluments, allowances, and privileges as determined by Parliament through law.
Until Parliament makes such provisions, the Governor is entitled to the emoluments, allowances, and privileges as specified in the Second Schedule.
Governors of Multiple States (Clause 3A):

If the same person is appointed as Governor of two or more states, the emoluments and allowances for the Governor are to be allocated among the states. The President will determine the allocation by order.
Protection from Salary Reduction (Clause 4):

The emoluments and allowances of the Governor cannot be diminished during their term of office. This ensures that the Governor's compensation remains stable throughout their tenure.
"
159,"159. Oath or affirmation by Governor Every Governor and every person discharging the functions of the Governor shall, before entering upon his office, make and subscribe in the presence of the chief Justice of the High Court exercising jurisdiction in relation to the State, or, in his absence, the senior most Judge of that court available, an oath or affirmation in the following form, that is to say swear in the name of God I, A B, do that I solemnly affirm will faithfully execute the office of Governor (or discharge the functions of the Governor) of (name of the State) and will to the best of my ability preserve, protect and defend the Constitution and the law and that I will devote myself to the service and well being of the people of (name of the State)",Article 159: Oath or Affirmation by Governor,"Before taking office, the Governor must swear an oath to protect the Constitution and serve the people of the state to the best of their ability.

"
160,160. Discharge of the functions of the Governor in certain contingencies The President may make such provision as he thinks fit for the discharge of the functions of the Governor of a State in any contingency not provided for in this Chapter,Article 160: Discharge of the Functions of the Governor in Certain Contingencies,"If something unexpected happens and the Governor cannot perform their duties, the President can make arrangements for someone else to perform those functions.

"
161,"161. Power of Governor to grant pardons, etc, and to suspend, remit or commute sentences in certain cases The Governor of a State shall have the power to grant pardons, reprieves, respites or remissions of punishment or to suspend, remit or commute the sentence of any person convicted of any offence against any law relating to a matter to which the executive power of the State extends","Article 161: Power of Governor to Grant Pardons, Etc.","The Governor can forgive crimes (grant pardons) or change punishments in cases related to state laws. This is like a special power to show mercy.

"
162,"162. Extent of executive power of State Subject to the provisions of this Constitution, the executive power of a State shall extend to the matters with respect to which the Legislature of the State has power to make laws Provided that in any matter with respect to which the Legislature of a State and Parliament have power to make laws, the executive power of the State shall be subject to, and limited by, the executive power expressly conferred by the Constitution or by any law made by Parliament upon the Union or authorities thereof Council of Ministers",Article 162: Extent of Executive Power of State,"The executive powers of a state are limited to the matters where the state legislature can make laws. However, if both the state and central government can make laws on a subject, the state’s executive power is limited by the central government’s laws."
163,"163. Council of Ministers to aid and advise Governor
 (1) There shall be a council of Ministers with the chief Minister at the head to aid and advise the Governor in the exercise of his functions, except in so far as he is by or under this constitution required to exercise his functions or any of them in his discretion
 (2) If any question arises whether any matter is or is not a matter as respects which the Governor is by or under this Constitution required to act in his discretion, the decision of the Governor in his discretion shall be final, and the validity of anything done by the Governor shall not be called in question on the ground that he ought or ought not to have acted in his discretion
 (3) The question whether any, and if so what, advice was tendered by Ministers to the Governor shall not be inquired into in any court",Article 163: Council of Ministers to Aid and Advise Governor,"This article describes the role of the Council of Ministers in assisting the Governor in the exercise of his functions, as well as the scope of the Governor's discretion.

Key Provisions of Article 163:
Council of Ministers to Aid and Advise the Governor (Clause 1):

Every Governor is aided and advised by a Council of Ministers, headed by the Chief Minister.
This council helps the Governor in performing most of his functions.
However, there are instances where the Governor may be required to act in his discretion, in which case the advice of the Council of Ministers may not be binding on him.
Governor’s Discretion (Clause 2):

If there is a dispute about whether a particular matter requires the Governor to act in his discretion, the Governor's decision on whether or not he is exercising discretion is final.
This means that the validity of the Governor's actions cannot be challenged in court on the grounds that the Governor should have acted with or without the advice of the Council of Ministers.
Inquiries into Ministerial Advice (Clause 3):

Courts cannot inquire into what advice was given by the Council of Ministers to the Governor.
The Governor's decision, based on the advice received, is not subject to judicial review."
164,"164. Other provisions as to Ministers
 (1) The chief Minister shall be appointed by the Governor and the other Ministers shall be appointed by the Governor on the advice of the Chief Minister, and the Ministers shall hold office during the pleasure of the Governor: Provided that in the State of Bihar, Madhya Pradesh and Orissa, there shall be a Minister in charge of tribal welfare who may in addition be in charge of the welfare of the Scheduled Castes and backward classes or any other work
 (2) The Council of Ministers shall be collectively responsible to the Legislative Assembly of the State
 (3) Before a Minister enters upon his office, the Governor shall administer so him the oaths of office and of secrecy according to the forms set out for the purpose in the Third Schedule
 (4) A Minister who for any period of six consecutive months is not a member of the Legislature of the State shall at the expiration of that period cease to be a Minister
 (5) The salaries and allowances of Ministers shall be such as the Legislature of the State may from time to time by law determine and, until the Legislature of the State so determines, shall be as specified in the Second Schedule The Advocate General for the State",Article 164: Other Provisions as to Ministers,"This article outlines the appointment, responsibilities, and qualifications for Ministers in the States of India.

Key Provisions of Article 164:
Appointment of Chief Minister and Other Ministers (Clause 1):

The Governor appoints the Chief Minister.
The other Ministers are appointed by the Governor on the advice of the Chief Minister.
The Ministers hold office at the pleasure of the Governor.
A special provision applies to the States of Bihar, Madhya Pradesh, and Orissa, where there must be a Minister in charge of tribal welfare, who may also handle the welfare of Scheduled Castes, backward classes, or other duties.
Collective Responsibility of the Council of Ministers (Clause 2):

The Council of Ministers, headed by the Chief Minister, is collectively responsible to the Legislative Assembly of the State.
This means that if the Legislative Assembly passes a vote of no confidence, all the Ministers in the state must resign collectively.
Oaths of Office and Secrecy (Clause 3):

Before a Minister takes office, the Governor administers an oath of office and an oath of secrecy, according to the forms specified in the Third Schedule.
Term of Office for Ministers (Clause 4):

A Minister who is not a member of the State Legislature for six consecutive months will automatically cease to be a Minister at the end of that period.
This ensures that all Ministers remain accountable to the legislature.
Salaries and Allowances of Ministers (Clause 5):

The salaries and allowances of Ministers are determined by the State Legislature.
If the Legislature has not set the salaries, they will be as specified in the Second Schedule."
165,"165. Advocate General for the State
 (1) The Governor of each State shall appoint a person who is qualified to be appointed a Judge of a High Court to be Advocate General for the State
 (2) It shall be the duty of the Advocate General to give advice to the Government of the State upon such legal matters, and to perform such other duties of a legal character, as may from time to time be referred or assigned to him by the Governor, and to discharge the functions conferred on him by or under this Constitution or any other law for the time being in force
 (3) The Advocate General shall hold office during the pleasure of the Governor, and shall receive such remuneration as the Governor may determine Conduct of Government Business",Article 165: Advocate General for the State,"1. Appointment of Advocate General:
The Governor of each State shall appoint a person as the Advocate General for the State.
The person appointed must be qualified to be appointed a Judge of a High Court.
2. Duties of the Advocate General:
The Advocate General shall:
Give legal advice to the Government of the State on legal matters.
Perform other legal duties assigned by the Governor.
Discharge functions given to him by the Constitution or any other law in force.
3. Tenure and Remuneration:
The Advocate General holds office during the pleasure of the Governor, meaning the Governor can remove the Advocate General at any time.
The Advocate General shall receive such remuneration (salary or payment) as the Governor may determine."
166,"166. Conduct of business of the Government of a State
 (1) All executive action of the Government of a State shall be expressed to be taken in the name of the Governor
 (2) Orders and other instruments made and executed in the name of the Governor shall be authenticated in such manner as may be specified in rules to be made by the Governor, and the validity of an order on instruction which is so authenticated shall not be called in question on the ground that it is not an order or instrument made or executed by the Governor
 (3) The Governor shall make rules for the more convenient transaction of the business of the Government of the State, and for the allocation among Ministers of the said business in so far as it is not business with respect to which the Governor is by or under this Constitution required to act in his discretion",Article 166: Conduct of business of the Government of a State,"1. Executive Action in the Name of the Governor:
All executive actions taken by the Government of a State must be expressed to be taken in the name of the Governor.
This means that any action or decision made by the State government is officially carried out under the name of the Governor, even if it is executed by someone else, like a Minister or official.
2. Authentication of Orders:
Orders and instruments made or executed in the name of the Governor must be authenticated according to the rules specified by the Governor.
The rules will determine how these orders are verified as valid.
The validity of an order or instrument that is authenticated in this manner cannot be challenged on the grounds that it was not made or executed by the Governor personally.
3. Rules for the Conduct of Government Business:
The Governor is responsible for making rules that ensure the smooth transaction of business within the Government of the State.
These rules also cover how the business is allocated among Ministers.
However, the Governor's discretion applies to matters where the Constitution requires him to act personally or without Ministerial advice.
"
